Section,Period,DO,Metric,Value
RO-KSK Site Class Breakup,,Udaipur,RO - Total,436
RO-KSK Site Class Breakup,,Udaipur,KSK - A Site,36
RO-KSK Site Class Breakup,,Udaipur,KSK - B Site,181
RO-KSK Site Class Breakup,,Udaipur,KSK - Total,217
RO-KSK Site Class Breakup,,Udaipur,RO+KSK - A Site,243
RO-KSK Site Class Breakup,,Udaipur,RO+KSK - B Site,410
RO-KSK Site Class Breakup,,Udaipur,RO+KSK - Grand Total,653
RO-KSK Site Class Breakup,,RSO,RO - A Site,867
RO-KSK Site Class Breakup,,RSO,RO - B Site,1129
RO-KSK Site Class Breakup,,RSO,RO - Total,1996
RO-KSK Site Class Breakup,,RSO,KSK - A Site,180
RO-KSK Site Class Breakup,,RSO,KSK - B Site,755
RO-KSK Site Class Breakup,,RSO,KSK - Total,935
RO-KSK Site Class Breakup,,RSO,RO+KSK - A Site,1047
RO-KSK Site Class Breakup,,RSO,RO+KSK - B Site,1884
RO-KSK Site Class Breakup,,RSO,RO+KSK - Grand Total,2931
